# This has linkage=limit set to 1500 instead of default 15000
#
1 d= 15462 c= 63023 p= 81920 b= 68608 ch= 8899584 tc=  1.29 tb=  4.68 s= 0 / 1500
2 d= 21843 c= 90587 p= 131072 b= 111616 ch= 19237888 tc=  2.84 tb= 10.42 s= 0 / 1500
3 d= 28104 c= 115678 p= 81920 b= 74752 ch= 11277312 tc=  1.90 tb=  6.24 s= 19 / 1500
4 d= 28088 c= 115586 p= 163840 b= 150528 ch= 26961920 tc=  4.01 tb= 14.84 s= 0 / 1500
5 d= 26557 c= 110938 p= 114688 b= 103424 ch= 16539648 tc=  2.57 tb=  8.76 s= 0 / 1500
6 d= 24362 c= 100934 p= 114688 b= 98304 ch= 15795200 tc=  2.28 tb=  8.23 s= 0 / 1500
7 d= 28104 c= 115678 p= 163840 b= 148480 ch= 26918912 tc=  4.26 tb= 15.28 s= 0 / 1500
8 d= 23858 c= 98311 p= 131072 b= 117760 ch= 20215808 tc=  2.85 tb=  9.46 s= 0 / 1500
9 d= 13959 c= 56769 p= 65536 b= 54272 ch= 7022592 tc=  0.87 tb=  2.70 s= 0 / 1500
10 d= 11425 c= 46339 p= 49152 b= 44032 ch= 5053440 tc=  0.60 tb=  2.05 s= 0 / 1500
11 d= 11505 c= 46650 p= 49152 b= 44032 ch= 4999168 tc=  0.67 tb=  2.05 s= 0 / 1500
12 d= 11425 c= 46339 p= 49152 b= 44032 ch= 5056512 tc=  0.72 tb=  2.36 s= 0 / 1500
13 d= 18418 c= 75142 p= 81920 b= 76800 ch= 10328064 tc=  1.49 tb=  5.02 s= 0 / 1500
14 d= 7737 c= 30902 p= 32768 b= 22528 ch= 1887232 tc=  0.56 tb=  1.05 s= 0 / 1500
15 d= 18748 c= 76682 p= 98304 b= 78848 ch= 10445824 tc=  1.60 tb=  5.34 s= 0 / 1500
16 d= 7960 c= 32040 p= 32768 b= 22528 ch= 1970176 tc=  0.60 tb=  1.12 s= 0 / 1500
17 d= 18084 c= 74043 p= 81920 b= 72704 ch= 10044416 tc=  1.38 tb=  4.31 s= 0 / 1500
18 d= 12198 c= 49110 p= 49152 b= 38912 ch= 3672064 tc=  1.30 tb=  2.45 s= 0 / 1500
19 d= 12198 c= 49110 p= 49152 b= 38912 ch= 3672064 tc=  1.46 tb=  2.42 s= 0 / 1500
20 d= 18408 c= 75091 p= 81920 b= 76800 ch= 10275840 tc=  1.42 tb=  4.64 s= 0 / 1500
21 d= 12198 c= 49110 p= 49152 b= 36864 ch= 3111936 tc=  1.32 tb=  2.13 s= 41 / 1500
22 d= 8869 c= 36101 p= 32768 b= 20480 ch= 1658880 tc=  0.50 tb=  0.91 s= 0 / 1500
23 d= 7960 c= 32040 p= 32768 b= 22528 ch= 1968128 tc=  0.55 tb=  1.01 s= 0 / 1500
24 d= 18325 c= 74656 p= 81920 b= 77824 ch= 10302464 tc=  1.55 tb=  5.31 s= 0 / 1500
25 d= 7737 c= 30902 p= 32768 b= 22528 ch= 1863680 tc=  0.53 tb=  1.01 s= 0 / 1500
26 d= 18408 c= 75091 p= 81920 b= 74752 ch= 10209280 tc=  1.53 tb=  5.10 s= 0 / 1500
27 d= 12805 c= 51932 p= 49152 b= 46080 ch= 5120000 tc=  0.70 tb=  2.13 s= 0 / 1500
28 d= 13355 c= 54089 p= 65536 b= 48128 ch= 5914624 tc=  0.83 tb=  2.48 s= 0 / 1500
29 d= 13477 c= 54578 p= 65536 b= 48128 ch= 5488640 tc=  0.78 tb=  2.45 s= 0 / 1500
30 d= 13450 c= 54408 p= 65536 b= 48128 ch= 5475328 tc=  0.76 tb=  2.54 s= 0 / 1500
31 d= 28634 c= 118226 p= 163840 b= 153600 ch= 27404288 tc=  4.11 tb= 15.72 s= 0 / 1500
32 d= 13119 c= 53181 p= 65536 b= 49152 ch= 5700608 tc=  0.80 tb=  2.54 s= 0 / 1500
33 d= 29443 c= 120177 p= 163840 b= 149504 ch= 21869568 tc=  3.93 tb= 13.87 s= 0 / 1500
34 d= 13455 c= 54906 p= 65536 b= 48128 ch= 5896192 tc=  0.88 tb=  2.71 s= 0 / 1500
35 d= 29504 c= 121612 p= 163840 b= 153600 ch= 27421696 tc=  4.05 tb= 15.52 s= 0 / 1500
36 d= 26001 c= 106411 p= 131072 b= 112640 ch= 15556608 tc=  2.77 tb=  9.47 s= 0 / 1500
37 d= 20098 c= 81804 p= 114688 b= 99328 ch= 13825024 tc=  2.12 tb=  7.11 s= 0 / 1500
38 d= 20099 c= 81826 p= 98304 b= 91136 ch= 11294720 tc=  1.84 tb=  5.85 s= 0 / 1500
39 d= 26049 c= 106685 p= 131072 b= 113664 ch= 15748096 tc=  3.00 tb=  9.98 s= 0 / 1500
40 d= 20272 c= 82614 p= 98304 b= 92160 ch= 11797504 tc=  1.94 tb=  6.40 s= 0 / 1500
41 d= 24787 c= 101798 p= 114688 b= 104448 ch= 15046656 tc=  2.70 tb=  8.47 s= 0 / 1500
42 d= 13071 c= 52478 p= 65536 b= 47104 ch= 4684800 tc=  1.72 tb=  3.15 s= 0 / 1500
43 d= 23570 c= 96771 p= 114688 b= 105472 ch= 15430656 tc=  2.58 tb=  8.26 s= 0 / 1500
44 d= 19424 c= 79296 p= 98304 b= 79872 ch= 10457088 tc=  1.63 tb=  5.29 s= 0 / 1500
45 d= 14532 c= 59985 p= 49152 b= 43008 ch= 4810752 tc=  0.73 tb=  2.14 s= 0 / 1500
46 d= 23198 c= 95026 p= 131072 b= 108544 ch= 15460352 tc=  2.40 tb=  8.05 s= 0 / 1500
47 d= 13172 c= 53845 p= 65536 b= 47104 ch= 5703680 tc=  0.76 tb=  2.35 s= 0 / 1500
48 d= 12850 c= 52185 p= 65536 b= 47104 ch= 5507072 tc=  0.76 tb=  2.36 s= 0 / 1500
49 d= 23187 c= 94965 p= 114688 b= 107520 ch= 15262720 tc=  2.49 tb=  8.12 s= 0 / 1500
50 d= 12802 c= 51911 p= 49152 b= 46080 ch= 5248000 tc=  0.70 tb=  2.25 s= 0 / 1500
51 d= 23830 c= 97612 p= 131072 b= 115712 ch= 19343360 tc=  2.62 tb=  9.47 s= 0 / 1500
52 d= 20163 c= 82748 p= 98304 b= 91136 ch= 13860864 tc=  1.89 tb=  6.61 s= 0 / 1500
53 d= 29504 c= 121612 p= 163840 b= 153600 ch= 27421696 tc=  4.31 tb= 15.55 s= 0 / 1500
54 d= 26001 c= 106411 p= 131072 b= 112640 ch= 15556608 tc=  2.90 tb=  9.57 s= 0 / 1500
55 d= 20161 c= 82732 p= 98304 b= 92160 ch= 14108672 tc=  1.92 tb=  6.63 s= 0 / 1500
56 d= 15180 c= 63014 p= 65536 b= 50176 ch= 6729728 tc=  0.92 tb=  3.05 s= 0 / 1500
57 d= 29504 c= 121612 p= 163840 b= 153600 ch= 27421696 tc=  4.05 tb= 15.36 s= 0 / 1500
58 d= 6144 c= 25549 p= 16384 b= 13312 ch= 1329152 tc=  0.15 tb=  0.42 s= 0 / 1500
59 d= 11021 c= 44520 p= 49152 b= 36864 ch= 4188160 tc=  0.49 tb=  1.46 s= 0 / 1500
60 d= 29504 c= 121612 p= 163840 b= 153600 ch= 27421696 tc=  4.04 tb= 15.08 s= 0 / 1500
61 d= 12906 c= 52420 p= 65536 b= 49152 ch= 6435840 tc=  0.78 tb=  2.65 s= 0 / 1500
62 d= 11623 c= 48286 p= 49152 b= 45056 ch= 6615040 tc=  0.68 tb=  2.23 s= 0 / 1500
63 d= 28634 c= 118226 p= 163840 b= 153600 ch= 27404288 tc=  4.19 tb= 15.48 s= 0 / 1500
64 d= 10695 c= 43882 p= 49152 b= 46080 ch= 7016448 tc=  0.65 tb=  2.24 s= 0 / 1500
65 d= 6358 c= 25607 p= 32768 b= 23552 ch= 2660352 tc=  0.24 tb=  0.79 s= 0 / 1500
66 d= 6398 c= 25836 p= 32768 b= 23552 ch= 2781184 tc=  0.25 tb=  0.87 s= 0 / 1500
67 d= 6657 c= 27207 p= 32768 b= 23552 ch= 2953216 tc=  0.30 tb=  1.07 s= 0 / 1500
68 d= 29504 c= 121612 p= 163840 b= 153600 ch= 27421696 tc=  4.18 tb= 15.77 s= 0 / 1500
69 d= 10313 c= 42532 p= 49152 b= 41984 ch= 5866496 tc=  0.64 tb=  2.20 s= 0 / 1500
70 d= 16578 c= 67921 p= 98304 b= 89088 ch= 14787584 tc=  1.81 tb=  6.66 s= 0 / 1500
71 d= 28578 c= 117945 p= 163840 b= 152576 ch= 27376640 tc=  4.13 tb= 15.08 s= 0 / 1500
72 d= 25002 c= 102136 p= 131072 b= 113664 ch= 15560704 tc=  2.47 tb=  8.48 s= 0 / 1500
73 d= 15276 c= 62717 p= 81920 b= 73728 ch= 11742208 tc=  1.58 tb=  5.55 s= 0 / 1500
74 d= 13172 c= 53845 p= 49152 b= 46080 ch= 5701632 tc=  0.80 tb=  2.64 s= 0 / 1500
75 d= 28338 c= 116892 p= 163840 b= 152576 ch= 27393024 tc=  4.11 tb= 15.09 s= 0 / 1500
76 d= 12198 c= 49110 p= 49152 b= 38912 ch= 3672064 tc=  1.28 tb=  2.35 s= 0 / 1500
77 d= 28039 c= 115913 p= 147456 b= 140288 ch= 26184704 tc=  3.61 tb= 13.30 s= 0 / 1500
78 d= 12198 c= 49110 p= 49152 b= 38912 ch= 3672064 tc=  1.28 tb=  2.45 s= 0 / 1500
79 d= 29504 c= 121612 p= 163840 b= 153600 ch= 27421696 tc=  4.31 tb= 15.02 s= 0 / 1500
80 d= 19424 c= 79296 p= 98304 b= 79872 ch= 10457088 tc=  1.66 tb=  5.33 s= 0 / 1500
81 d= 27604 c= 113953 p= 163840 b= 146432 ch= 26842112 tc=  3.77 tb= 13.77 s= 0 / 1500
82 d= 16439 c= 66184 p= 65536 b= 56320 ch= 5514240 tc=  2.17 tb=  3.95 s= 0 / 1500
83 d= 17102 c= 70172 p= 81920 b= 65536 ch= 8333312 tc=  1.21 tb=  3.77 s= 0 / 1500
84 d= 11639 c= 46911 p= 49152 b= 37888 ch= 3619840 tc=  1.23 tb=  2.22 s= 0 / 1500
85 d= 27504 c= 113434 p= 163840 b= 148480 ch= 26951680 tc=  3.95 tb= 14.63 s= 0 / 1500
86 d= 11446 c= 46042 p= 49152 b= 37888 ch= 3648512 tc=  1.24 tb=  2.34 s= 0 / 1500
87 d= 23993 c= 98968 p= 147456 b= 132096 ch= 24217600 tc=  3.30 tb= 11.49 s= 0 / 1500
88 d= 17614 c= 71916 p= 81920 b= 76800 ch= 10311680 tc=  1.54 tb=  5.00 s= 0 / 1500
89 d= 27490 c= 113352 p= 163840 b= 149504 ch= 26934272 tc=  3.77 tb= 13.83 s= 0 / 1500
90 d= 19130 c= 79756 p= 81920 b= 73728 ch= 11290624 tc=  1.49 tb=  4.77 s= 0 / 1500
91 d= 20574 c= 83784 p= 98304 b= 91136 ch= 13895680 tc=  1.98 tb=  6.43 s= 0 / 1500
92 d= 17494 c= 72340 p= 98304 b= 79872 ch= 13118464 tc=  1.47 tb=  4.87 s= 0 / 1500
93 d= 19158 c= 78398 p= 98304 b= 84992 ch= 11907072 tc=  1.71 tb=  5.74 s= 0 / 1500
94 d= 27504 c= 113434 p= 163840 b= 147456 ch= 26887168 tc=  3.68 tb= 14.36 s= 0 / 1500
95 d= 16496 c= 67931 p= 98304 b= 79872 ch= 12798976 tc=  1.58 tb=  5.24 s= 0 / 1500
96 d= 19988 c= 81524 p= 114688 b= 95232 ch= 13344768 tc=  2.11 tb=  6.75 s= 0 / 1500
97 d= 16272 c= 66868 p= 81920 b= 78848 ch= 12486656 tc=  1.60 tb=  5.40 s= 0 / 1500
98 d= 19004 c= 77525 p= 114688 b= 99328 ch= 13569024 tc=  2.30 tb=  7.28 s= 0 / 1500
99 d= 17032 c= 69908 p= 81920 b= 77824 ch= 12428288 tc=  1.65 tb=  5.54 s= 0 / 1500
100 d= 29504 c= 121612 p= 163840 b= 153600 ch= 27421696 tc=  4.07 tb= 15.37 s= 0 / 1500
101 d= 19544 c= 80018 p= 98304 b= 92160 ch= 12776448 tc=  1.98 tb=  6.74 s= 0 / 1500
102 d= 12903 c= 53702 p= 49152 b= 41984 ch= 5688320 tc=  0.71 tb=  2.27 s= 0 / 1500
103 d= 5903 c= 24271 p= 16384 b= 13312 ch= 1201152 tc=  0.12 tb=  0.36 s= 0 / 1500
104 d= 5010 c= 20120 p= 16384 b= 15360 ch= 1391616 tc=  0.13 tb=  0.42 s= 0 / 1500
105 d= 22181 c= 90727 p= 114688 b= 94208 ch= 12968960 tc=  2.13 tb=  6.52 s= 0 / 1500
106 d= 4961 c= 19840 p= 16384 b= 14336 ch= 1193984 tc=  0.13 tb=  0.41 s= 0 / 1500
107 d= 22572 c= 92157 p= 114688 b= 103424 ch= 13568000 tc=  2.20 tb=  7.13 s= 0 / 1500
108 d= 15637 c= 63751 p= 65536 b= 58368 ch= 7333888 tc=  1.01 tb=  3.23 s= 0 / 1500
109 d= 22123 c= 90422 p= 114688 b= 98304 ch= 13415424 tc=  2.05 tb=  6.94 s= 0 / 1500
110 d= 13753 c= 55414 p= 65536 b= 49152 ch= 4992000 tc=  1.89 tb=  3.55 s= 0 / 1500
111 d= 29504 c= 121612 p= 163840 b= 153600 ch= 27421696 tc=  4.07 tb= 16.05 s= 0 / 1500
112 d= 23316 c= 95765 p= 163840 b= 140288 ch= 27977728 tc=  3.21 tb= 12.65 s= 0 / 1500
113 d= 12198 c= 49110 p= 49152 b= 38912 ch= 3672064 tc=  1.33 tb=  2.59 s= 0 / 1500
114 d= 23420 c= 96165 p= 147456 b= 136192 ch= 26104832 tc=  3.41 tb= 13.24 s= 0 / 1500
115 d= 11638 c= 46906 p= 49152 b= 36864 ch= 3552256 tc=  1.17 tb=  2.19 s= 0 / 1500
116 d= 28565 c= 117879 p= 163840 b= 149504 ch= 27148288 tc=  3.92 tb= 14.24 s= 0 / 1500
117 d= 11427 c= 45942 p= 49152 b= 37888 ch= 3617792 tc=  1.22 tb=  2.27 s= 0 / 1500
118 d= 22958 c= 94692 p= 147456 b= 132096 ch= 26473472 tc=  3.57 tb= 14.07 s= 0 / 1500
119 d= 18325 c= 74656 p= 81920 b= 77824 ch= 10287104 tc=  1.65 tb=  5.36 s= 0 / 1500
120 d= 28227 c= 116322 p= 163840 b= 151552 ch= 27299840 tc=  4.01 tb= 15.27 s= 0 / 1500
121 d= 25269 c= 104777 p= 147456 b= 129024 ch= 27769856 tc=  3.81 tb= 15.22 s= 0 / 1500
122 d= 27333 c= 112704 p= 163840 b= 150528 ch= 27267072 tc=  3.97 tb= 14.89 s= 0 / 1500
123 d= 27185 c= 112113 p= 163840 b= 149504 ch= 27185152 tc=  3.98 tb= 14.78 s= 0 / 1500
124 d= 19424 c= 79296 p= 98304 b= 79872 ch= 10457088 tc=  1.63 tb=  5.46 s= 0 / 1500
125 d= 12198 c= 49110 p= 49152 b= 38912 ch= 3672064 tc=  1.30 tb=  2.43 s= 0 / 1500
126 d= 11639 c= 46911 p= 49152 b= 37888 ch= 3619840 tc=  1.17 tb=  2.20 s= 0 / 1500
127 d= 10796 c= 43562 p= 49152 b= 35840 ch= 3528704 tc=  1.19 tb=  2.11 s= 0 / 1500
128 d= 19640 c= 81004 p= 81920 b= 63488 ch= 7521280 tc=  1.26 tb=  3.99 s= 0 / 1500
