1 w= 11 d= 15462 c= 63023 l= 2147483647 p= 81910 b= 68608 ch= 9437094 tc=  1.1591 tb=  3.5316 dp= 0 cp= 0 mlc= 519565 mld= 525475 mn= 26167 ex= 1540462 xn= 13 wv= 7088 bu= 67804 cu= 8899454 pu= 72508 vs= 26355 s= 0 / 150
2 w= 12 d= 21843 c= 90587 l= 2147483647 p= 131056 b= 113664 ch= 20971320 tc=  2.5454 tb=  8.2409 dp= 0 cp= 0 mlc= 928351 mld= 937134 mn= 37056 ex= 1693755 xn= 14 wv= 10712 bu= 113467 cu= 20419732 pu= 120355 vs= 42864 s= 0 / 150
3 w= 13 d= 38084 c= 158504 l= 2147483647 p= 245730 b= 216064 ch= 3145698 tc=  4.0410 tb= 13.7085 dp= 0 cp= 0 mlc= 2837433 mld= 2846146 mn= 65176 ex= 2719088 xn= 16 wv= 39505 bu= 215767 cu= 2168747 pu= 232388 vs= 259932 s= 1 / 150
4 w= 13 d= 43736 c= 181907 l= 2147483647 p= 114674 b= 99328 ch= 15728490 tc=  2.9645 tb=  8.3214 dp= 0 cp= 0 mlc= 1459679 mld= 1467669 mn= 74196 ex= 2078203 xn= 15 wv= 18169 bu= 98727 cu= 15511838 pu= 112158 vs= 82740 s= 0 / 150
5 w= 12 d= 37469 c= 154587 l= 2147483647 p= 262112 b= 231424 ch= 49282602 tc=  6.5376 tb= 20.6643 dp= 0 cp= 0 mlc= 1881463 mld= 1894164 mn= 63227 ex= 1972538 xn= 14 wv= 15051 bu= 230830 cu= 48564426 pu= 246147 vs= 73350 s= 0 / 150
6 w= 14 d= 53436 c= 223037 l= 2147483647 p= 425932 b= 378880 ch= 7339962 tc=  9.9623 tb= 32.4408 dp= 0 cp= 0 mlc= 6353370 mld= 6367523 mn= 91192 ex= 2872381 xn= 17 wv= 54322 bu= 377881 cu= 6302505 pu= 419198 vs= 401506 s= 6 / 150
7 w= 14 d= 59093 c= 246602 l= 2147483647 p= 311258 b= 289792 ch= 80739582 tc= 11.8188 tb= 34.8221 dp= 0 cp= 0 mlc= 2940769 mld= 2954090 mn= 100799 ex= 2124290 xn= 14 wv= 20799 bu= 289152 cu= 80263565 pu= 302632 vs= 125307 s= 1 / 150
8 w= 12 d= 26557 c= 110938 l= 2147483647 p= 131056 b= 109568 ch= 17825622 tc=  2.4815 tb=  7.3169 dp= 0 cp= 0 mlc= 1045801 mld= 1055175 mn= 45593 ex= 1963862 xn= 13 wv= 11079 bu= 109072 cu= 17730113 pu= 118525 vs= 48210 s= 0 / 150
9 w= 12 d= 28104 c= 115678 l= 2147483647 p= 114674 b= 95232 ch= 14679924 tc=  2.0776 tb=  5.6328 dp= 0 cp= 0 mlc= 932513 mld= 939444 mn= 47490 ex= 1941028 xn= 12 wv= 10303 bu= 94807 cu= 14338666 pu= 100501 vs= 55392 s= 0 / 150
10 w= 12 d= 24362 c= 100934 l= 2147483647 p= 114674 b= 94208 ch= 14679924 tc=  1.9020 tb=  5.2241 dp= 0 cp= 0 mlc= 838181 mld= 845942 mn= 41357 ex= 2025670 xn= 13 wv= 10029 bu= 93613 cu= 14672162 pu= 108346 vs= 47286 s= 0 / 150
11 w= 14 d= 55768 c= 232939 l= 2147483647 p= 147438 b= 132096 ch= 27262716 tc=  3.8643 tb= 10.7072 dp= 0 cp= 0 mlc= 1840522 mld= 1848711 mn= 95473 ex= 1800150 xn= 14 wv= 16703 bu= 131812 cu= 26873738 pu= 140324 vs= 116039 s= 1 / 150
12 w= 12 d= 28088 c= 115586 l= 2147483647 p= 163820 b= 150528 ch= 27262716 tc=  3.6682 tb= 10.8331 dp= 0 cp= 0 mlc= 1222026 mld= 1231718 mn= 47448 ex= 1762180 xn= 12 wv= 11376 bu= 150386 cu= 26961597 pu= 156297 vs= 55452 s= 0 / 150
